curve.id.list,topt.list,maxgrowth.list,z.list,w.list,a.list,b.list,rsqr.list,s.list,n.list
2471,NA,NA,NA,NA,NA,NA,NA,NA,NA
2472,NA,NA,NA,NA,NA,NA,NA,NA,NA
2473,NA,NA,NA,NA,NA,NA,NA,NA,NA
2474,NA,NA,NA,NA,NA,NA,NA,NA,NA
2475,NA,NA,NA,NA,NA,NA,NA,NA,NA
2476,NA,NA,NA,NA,NA,NA,NA,NA,NA
2477,NA,NA,NA,NA,NA,NA,NA,NA,NA
2478,NA,NA,NA,NA,NA,NA,NA,NA,NA
2479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2480,NA,NA,NA,NA,NA,NA,NA,NA,NA
2481,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,NA,NA,NA,NA,NA,NA,NA,NA,NA
2483,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,NA,NA,NA,NA,NA,NA,NA,NA,NA
2486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2489,NA,NA,NA,NA,NA,NA,NA,NA,NA
2490,NA,NA,NA,NA,NA,NA,NA,NA,NA
2491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2492,NA,NA,NA,NA,NA,NA,NA,NA,NA
2493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2495,NA,NA,NA,NA,NA,NA,NA,NA,NA
2496,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,NA,NA,NA,NA,NA,NA,NA,NA,NA
2498,NA,NA,NA,NA,NA,NA,NA,NA,NA
2499,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,NA,NA,NA,NA,NA,NA,NA,NA,NA
2502,NA,NA,NA,NA,NA,NA,NA,NA,NA
2503,NA,NA,NA,NA,NA,NA,NA,NA,NA
2504,NA,NA,NA,NA,NA,NA,NA,NA,NA
2505,NA,NA,NA,NA,NA,NA,NA,NA,NA
2506,NA,NA,NA,NA,NA,NA,NA,NA,NA
2507,NA,NA,NA,NA,NA,NA,NA,NA,NA
2508,NA,NA,NA,NA,NA,NA,NA,NA,NA
2509,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,NA,NA,NA,NA,NA,NA,NA,NA,NA
2512,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,NA,NA,NA,NA,NA,NA,NA,NA,NA
2515,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,NA,NA,NA,NA,NA,NA,NA,NA,NA
2519,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,NA,NA,NA,NA,NA,NA,NA,NA,NA
2628,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,NA,NA,NA,NA,NA,NA,NA,NA,NA
2653,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,NA,NA,NA,NA,NA,NA,NA,NA,NA
2656,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,NA,NA,NA,NA,NA,NA,NA,NA,NA
2659,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,NA,NA,NA,NA,NA,NA,NA,NA,NA
2666,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,NA,NA,NA,NA,NA,NA,NA,NA,NA
2672,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,NA,NA,NA,NA,NA,NA,NA,NA,NA
2684,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,NA,NA,NA,NA,NA,NA,NA,NA,NA
2706,NA,NA,NA,NA,NA,NA,NA,NA,NA
2707,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,NA,NA,NA,NA,NA,NA,NA,NA,NA
2713,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,NA,NA,NA,NA,NA,NA,NA,NA,NA
2739,NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,NA,NA,NA,NA,NA,NA,NA,NA,NA
2744,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,NA,NA,NA,NA,NA,NA,NA,NA,NA
2747,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,NA,NA,NA,NA,NA,NA,NA,NA,NA
2749,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,NA,NA,NA,NA,NA,NA,NA,NA,NA
2752,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,NA,NA,NA,NA,NA,NA,NA,NA,NA
2759,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,NA,NA,NA,NA,NA,NA,NA,NA,NA
2762,NA,NA,NA,NA,NA,NA,NA,NA,NA
2763,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,NA,NA,NA,NA,NA,NA,NA,NA,NA
2768,NA,NA,NA,NA,NA,NA,NA,NA,NA
2769,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,NA,NA,NA,NA,NA,NA,NA,NA,NA
2775,NA,NA,NA,NA,NA,NA,NA,NA,NA
2776,NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,NA,NA,NA,NA,NA,NA,NA,NA,NA
2779,NA,NA,NA,NA,NA,NA,NA,NA,NA
2780,NA,NA,NA,NA,NA,NA,NA,NA,NA
2781,NA,NA,NA,NA,NA,NA,NA,NA,NA
2782,NA,NA,NA,NA,NA,NA,NA,NA,NA
2783,NA,NA,NA,NA,NA,NA,NA,NA,NA
2784,NA,NA,NA,NA,NA,NA,NA,NA,NA
2785,NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,NA,NA,NA,NA,NA,NA,NA,NA,NA
2788,NA,NA,NA,NA,NA,NA,NA,NA,NA
2789,NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,NA,NA,NA,NA,NA,NA,NA,NA,NA
2797,NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,NA,NA,NA,NA,NA,NA,NA,NA,NA
2813,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,NA,NA,NA,NA,NA,NA,NA,NA,NA
2815,NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,NA,NA,NA,NA,NA,NA,NA,NA,NA
2817,NA,NA,NA,NA,NA,NA,NA,NA,NA
2818,NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,NA,NA,NA,NA,NA,NA,NA,NA,NA
2820,NA,NA,NA,NA,NA,NA,NA,NA,NA
2821,NA,NA,NA,NA,NA,NA,NA,NA,NA
2822,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,NA,NA,NA,NA,NA,NA,NA,NA,NA
2824,NA,NA,NA,NA,NA,NA,NA,NA,NA
2825,NA,NA,NA,NA,NA,NA,NA,NA,NA
2826,NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,NA,NA,NA,NA,NA,NA,NA,NA,NA
2828,NA,NA,NA,NA,NA,NA,NA,NA,NA
2829,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,NA,NA,NA,NA,NA,NA,NA,NA,NA
2831,NA,NA,NA,NA,NA,NA,NA,NA,NA
2832,NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,NA,NA,NA,NA,NA,NA,NA,NA,NA
2834,NA,NA,NA,NA,NA,NA,NA,NA,NA
2835,NA,NA,NA,NA,NA,NA,NA,NA,NA
2836,NA,NA,NA,NA,NA,NA,NA,NA,NA
2837,NA,NA,NA,NA,NA,NA,NA,NA,NA
2838,NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,NA,NA,NA,NA,NA,NA,NA,NA,NA
2840,NA,NA,NA,NA,NA,NA,NA,NA,NA
2841,NA,NA,NA,NA,NA,NA,NA,NA,NA
2842,NA,NA,NA,NA,NA,NA,NA,NA,NA
2843,NA,NA,NA,NA,NA,NA,NA,NA,NA
2844,NA,NA,NA,NA,NA,NA,NA,NA,NA
2845,NA,NA,NA,NA,NA,NA,NA,NA,NA
2846,NA,NA,NA,NA,NA,NA,NA,NA,NA
2847,NA,NA,NA,NA,NA,NA,NA,NA,NA
2848,NA,NA,NA,NA,NA,NA,NA,NA,NA
2849,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850,NA,NA,NA,NA,NA,NA,NA,NA,NA
2851,NA,NA,NA,NA,NA,NA,NA,NA,NA
2852,NA,NA,NA,NA,NA,NA,NA,NA,NA
2853,NA,NA,NA,NA,NA,NA,NA,NA,NA
2854,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,NA,NA,NA,NA,NA,NA,NA,NA,NA
2856,NA,NA,NA,NA,NA,NA,NA,NA,NA
2857,NA,NA,NA,NA,NA,NA,NA,NA,NA
2858,NA,NA,NA,NA,NA,NA,NA,NA,NA
2859,NA,NA,NA,NA,NA,NA,NA,NA,NA
2860,NA,NA,NA,NA,NA,NA,NA,NA,NA
2861,NA,NA,NA,NA,NA,NA,NA,NA,NA
2862,NA,NA,NA,NA,NA,NA,NA,NA,NA
2863,NA,NA,NA,NA,NA,NA,NA,NA,NA
2864,NA,NA,NA,NA,NA,NA,NA,NA,NA
2865,NA,NA,NA,NA,NA,NA,NA,NA,NA
2866,NA,NA,NA,NA,NA,NA,NA,NA,NA
2867,NA,NA,NA,NA,NA,NA,NA,NA,NA
2868,NA,NA,NA,NA,NA,NA,NA,NA,NA
2869,NA,NA,NA,NA,NA,NA,NA,NA,NA
2870,NA,NA,NA,NA,NA,NA,NA,NA,NA
2871,NA,NA,NA,NA,NA,NA,NA,NA,NA
2872,NA,NA,NA,NA,NA,NA,NA,NA,NA
2873,NA,NA,NA,NA,NA,NA,NA,NA,NA
2874,NA,NA,NA,NA,NA,NA,NA,NA,NA
2875,NA,NA,NA,NA,NA,NA,NA,NA,NA
2876,NA,NA,NA,NA,NA,NA,NA,NA,NA
2877,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878,NA,NA,NA,NA,NA,NA,NA,NA,NA
2879,NA,NA,NA,NA,NA,NA,NA,NA,NA
2880,NA,NA,NA,NA,NA,NA,NA,NA,NA
2881,NA,NA,NA,NA,NA,NA,NA,NA,NA
2882,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,NA,NA,NA,NA,NA,NA,NA,NA,NA
2884,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,NA,NA,NA,NA,NA,NA,NA,NA,NA
2886,NA,NA,NA,NA,NA,NA,NA,NA,NA
2887,NA,NA,NA,NA,NA,NA,NA,NA,NA
2888,NA,NA,NA,NA,NA,NA,NA,NA,NA
2889,NA,NA,NA,NA,NA,NA,NA,NA,NA
2890,NA,NA,NA,NA,NA,NA,NA,NA,NA
2891,NA,NA,NA,NA,NA,NA,NA,NA,NA
2892,NA,NA,NA,NA,NA,NA,NA,NA,NA
2893,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894,NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,NA,NA,NA,NA,NA,NA,NA,NA,NA
2896,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,NA,NA,NA,NA,NA,NA,NA,NA,NA
2903,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,NA,NA,NA,NA,NA,NA,NA,NA,NA
2906,NA,NA,NA,NA,NA,NA,NA,NA,NA
2907,NA,NA,NA,NA,NA,NA,NA,NA,NA
2908,NA,NA,NA,NA,NA,NA,NA,NA,NA
2909,NA,NA,NA,NA,NA,NA,NA,NA,NA
2910,NA,NA,NA,NA,NA,NA,NA,NA,NA
2911,NA,NA,NA,NA,NA,NA,NA,NA,NA
2912,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913,NA,NA,NA,NA,NA,NA,NA,NA,NA
2914,NA,NA,NA,NA,NA,NA,NA,NA,NA
2915,NA,NA,NA,NA,NA,NA,NA,NA,NA
2916,NA,NA,NA,NA,NA,NA,NA,NA,NA
2917,NA,NA,NA,NA,NA,NA,NA,NA,NA
2918,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920,NA,NA,NA,NA,NA,NA,NA,NA,NA
2921,NA,NA,NA,NA,NA,NA,NA,NA,NA
2922,NA,NA,NA,NA,NA,NA,NA,NA,NA
2923,NA,NA,NA,NA,NA,NA,NA,NA,NA
2924,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,NA,NA,NA,NA,NA,NA,NA,NA,NA
2926,NA,NA,NA,NA,NA,NA,NA,NA,NA
2927,NA,NA,NA,NA,NA,NA,NA,NA,NA
2928,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,NA,NA,NA,NA,NA,NA,NA,NA,NA
2931,NA,NA,NA,NA,NA,NA,NA,NA,NA
2932,NA,NA,NA,NA,NA,NA,NA,NA,NA
2933,NA,NA,NA,NA,NA,NA,NA,NA,NA
2934,NA,NA,NA,NA,NA,NA,NA,NA,NA
